Occupation_Satisfaction,Avg_monthly_expense_when_under_age_21,AVG_lottary_expanses,Most_Important_Issue,Avg_Satisfaction_with_previous_vote,Looking_at_poles_results,Garden_sqr_meter_per_person_in_residancy_area,Married,Gender,Voting_Time,Financial_balance_score_(0-1),%Of_Household_Income,Avg_government_satisfaction,Avg_education_importance,Avg_environmental_importance,Avg_Residancy_Altitude,Yearly_ExpensesK,%Time_invested_in_work,Yearly_IncomeK,Avg_monthly_expense_on_pets_or_plants,Avg_monthly_household_cost,Will_vote_only_large_party,Phone_minutes_10_years,Avg_size_per_room,Weighted_education_rank,%_satisfaction_financial_policy,Avg_monthly_income_all_years,Last_school_grades,Age_group,Number_of_differnt_parties_voted_for,Political_interest_Total_Score,Number_of_valued_Kneset_members,Main_transportation,Occupation,Overall_happiness_score,Num_of_kids_born_last_10_years,Financial_agenda_matters,index_col
10.0,159.82913069999998,22153.0526,Education,53.276376899999995,No,415.81379760000004,Yes,Female,After_16:00,0.846331222,0.558820993,2.906137502,9.344484897000001,1.6511200369999999,1.435516234,5462.0,57.16015825,448.3997906,5054.937557,54631.45967999999,No,172901.1143,21.17545255,99.08885968,59.60473667,2901.648713,100.0,45_and_up,1.0,699.2855799,15.0,Car,Public_Sector,508.2887773,0.0,Yes,7890
8.0,607.1987489,95550.43815,Social,202.399583,No,472.0881178,Yes,Male,After_16:00,0.584616575,0.634968809,6.2433372689999995,3.004729582,4.069033642,6.785562665,4002.0,66.20054513,460.0179607,5640.917099,55452.36023,No,222867.1909,21.4480293,61.83474782,28.59554417,41177.99076,70.0,Below_30,3.0,692.2124845,10.0,Motorcycle_or_truck,Industry_or_other,461.9750161,1.0,Yes,3147
1.0,80.0140027,8174.56199,Environment,26.67133423,No,306.49242810000004,Yes,Male,By_16:00,0.29995355100000004,0.10258657199999999,5.721153799,3.1046981989999995,3.31273539,2.592674003,8781.0,80.03649951,370.3490687,3805.622419,44061.87719,No,93937.6085,19.24445553,253.08209810000002,90.38201838,748.031404,90.0,30-45,3.0,564.4760223,8.0,Public_or_other,Services_or_Retail,401.0252355,0.0,Yes,777
9.0,412.97896299999996,46145.3953,Financial,137.6596543,No,335.2136508,Yes,Male,After_16:00,0.959102708,0.848521965,7.3785490639999995,9.2678671,5.615092376000001,2.9109130660000004,3879.0,15.39732914,333.75043439999996,4019.6373770000005,45185.15025,No,112368.1917,18.26883779,240.67006099999998,46.85336293,19097.84009,60.0,Below_30,4.0,611.8637872,6.0,Motorcycle_or_truck,Services_or_Retail,555.9340624,0.0,Yes,8189
7.0,456.40511200000003,70614.86847,Financial,152.13503730000002,No,464.1591425,Yes,Female,After_16:00,0.934344167,0.7217053370000001,9.358710467,0.23379980600000003,7.864088062,7.065368134,6605.0,16.47507686,425.9167273,5493.42488,52748.582780000004,No,215443.7096,20.63775005,87.9803577,90.07928707,23307.20462,60.0,45_and_up,2.0,664.1874726,5.0,Motorcycle_or_truck,Industry_or_other,468.89300760000003,0.0,Yes,4770
5.0,1826.5549399999998,459745.976,Education,608.8516467999999,Yes,755.1034449,No,Male,After_16:00,0.511765819,0.643678162,8.212043436,3.1093222999999997,8.01902775,1.6025329030000002,7930.0,74.32590933,185.0835241,7921.201497,41292.73415,Yes,570181.2125,13.60454057,415.91176839999997,93.79718401,371319.1795,100.0,45_and_up,2.0,538.8092914,12.0,Motorcycle_or_truck,Hightech,593.4475506,1.0,Yes,8054
7.0,485.7279051,115829.6516,Social,161.9093017,No,715.3983766,No,Male,After_16:00,0.549537669,0.680191752,2.707477978,5.119055698,9.663081367,1.474910011,3101.0,90.91708404,674.8108352,8503.605436,78104.08627,No,511794.8372,25.97712138,278.1202279,5.919487192,26386.531280000003,70.0,Below_30,0.0,938.8140902999999,6.0,Foot_or_bicycle,Services_or_Retail,519.889002,1.0,No,3126
1.0,935.2510768,217789.8677,Healthcare,311.7503589,No,698.6034225999999,No,Female,After_16:00,0.07306237900000001,0.18043687100000003,8.02179782,,2.084400572,5.664898516,6003.0,33.74166968,621.5734277,8229.181081,72152.70973,No,488046.742,24.93137436,236.4897333,,97510.03665,80.0,30-45,,,7.0,Motorcycle_or_truck,Industry_or_other,458.72075369999993,1.0,No,8236
8.0,447.8022048,49151.23577,Education,149.26740159999997,No,329.2831204,Yes,Female,After_16:00,0.850804963,0.342929693,4.028776144,7.621565948,3.793157542,9.50105052,8434.0,10.2378455,468.8095624,4230.450328,57946.21757000001,No,108427.3734,21.65201058,226.3872142,81.44264338,22440.02458,100.0,Below_30,3.0,777.5447341,,Public_or_other,Services_or_Retail,645.3756319,0.0,No,9140
8.0,262.7593877,42817.85407,Social,87.58646256,No,488.86383600000005,Yes,Female,After_16:00,0.828932584,0.8110585309999999,9.71949952,1.878126736,3.574737045,9.350092595,5562.0,57.01325496,414.9136626,5718.465685,52310.712,No,238987.8501,20.36942961,90.94897227,18.78879969,7768.974887,70.0,45_and_up,0.0,657.2420231000001,6.0,Car,Hightech,469.8666864,1.0,Yes,6205
6.0,885.4557706,136970.0526,Foreign_Affairs,295.1519235,No,464.0662712,Yes,Female,After_16:00,0.591671749,0.20944644199999998,5.293853467,2.393577932,0.6056139970000001,6.774236333999999,4676.0,47.92496953,390.12741960000005,5420.917551,48126.63006,Maybe,215357.5041,19.75164347,157.86463840000002,65.64499489,87419.8099,40.0,Below_30,0.0,593.7671717000001,8.0,Foot_or_bicycle,Public_Sector,392.4917339,1.0,No,428
10.0,90.49768492,14991.29095,Healthcare,30.16589497,No,496.9615841,Yes,Male,After_16:00,0.502930138,,0.519633754,8.104947191,1.820760586,3.657702671,6432.0,38.00530145,475.6040289,5920.823899,57441.12645,No,246970.8161,21.80834769,34.46465944,91.56677891,950.1471144999999,80.0,Below_30,1.0,715.6627672999999,7.0,Motorcycle_or_truck,Industry_or_other,475.84596569999997,0.0,Yes,7915
2.0,59.96721552,6392.590808,Environment,19.98907184,No,319.804284,Yes,Male,By_16:00,0.295601228,0.056910069,3.448300713,5.77444786,2.970338995,2.090895588,7946.0,17.73179898,389.4349065,3976.9126530000003,50301.20902,No,102274.7801,19.73410516,232.2190724,92.25888925,429.5520649,90.0,Below_30,3.0,680.5097502,8.0,Foot_or_bicycle,Services_or_Retail,596.0758119,1.0,No,6031
5.0,145.7458225,16146.234919999999,Social,48.58194083,No,332.3505535,Yes,Male,After_16:00,0.856854599,,2.7057106,1.1286817279999999,8.067327151,8.377673409,8534.0,92.20357426,379.620929,4082.747393,45063.49503,No,110456.8904,19.4838633,232.38173569999998,10.05529827,2418.786916,70.0,Below_30,0.0,571.4995719,6.0,Motorcycle_or_truck,Public_Sector,393.211361,2.0,No,6295
3.0,219.87097599999998,30711.46903,Other,73.29032532,No,419.03851430000003,Yes,Female,By_16:00,0.22808304899999998,0.23160596600000002,9.89802737,4.319838306,1.7194301909999998,1.858824091,9957.0,92.68126974,438.792969,5067.971081000001,54595.65731,Maybe,175593.2764,20.94738573,108.2920111,70.6221838,5454.762111,50.0,Below_30,2.0,705.6993723999999,9.0,Foot_or_bicycle,Hightech,537.7636977000001,3.0,Yes,1095
7.0,335.707094,51614.80542,Environment,111.9023647,No,461.2485677,Yes,Female,By_16:00,0.049017825,0.549951886,7.284131455,0.396686026,5.218602042,4.839117615,7077.0,61.94193114,432.13103499999994,5476.747746999999,56070.86636,No,212750.2412,20.78776167,122.15012959999999,62.15431436,12644.04158,90.0,Below_30,4.0,731.9810036,15.0,Public_or_other,Hightech,593.8764307,0.0,No,9376
6.0,1240.0257490000001,83976.27385,Education,413.3419164,Yes,203.1641857,Yes,Female,After_16:00,0.056101890999999994,0.96642753,8.387508194,2.453325319,8.264741655,2.9929675189999996,3993.0,94.21142165,631.1583156,3293.9584879999998,62368.57618,Yes,41275.68635,25.122864399999997,351.0299591,9.030356491000001,171274.8818,100.0,45_and_up,3.0,771.4484627999999,14.0,Public_or_other,Public_Sector,366.1791204,0.0,No,9170
,516.1540631,72262.28113999999,Financial,172.0513544,No,420.00414010000003,Yes,Male,After_16:00,0.482925406,0.304277612,4.894304795,4.053103339,4.052962216,6.367154364,6854.0,43.01442839,449.0486163,5098.138634,54965.95115,No,176403.4777,21.19076724,96.44095462,72.95638719,29783.719889999997,60.0,45_and_up,1.0,704.8831134999999,12.0,Car,Industry_or_other,517.4778897,1.0,Yes,9723
6.0,146.95291459999999,19086.640480000002,Other,48.98430485,No,389.6480828,Yes,Male,By_16:00,0.6700826520000001,0.9781385140000001,6.164848586000001,6.665912652,1.14381233,2.856522799,9924.0,48.33580188,401.86884449999997,4700.218517,49592.62217,Maybe,151825.6285,20.04666667,150.61106830000003,28.28993208,2458.446427,50.0,Below_30,2.0,635.8445337,9.0,Public_or_other,Public_Sector,470.3955308,0.0,Yes,7312
1.0,219.74669390000003,40487.96548,Social,73.24889796,No,552.7450461,No,Female,By_16:00,0.211385193,0.498137581,0.048444364000000004,4.70162136,7.021269875,8.178949605,5307.0,19.5330851,472.5708398,6472.59214,58018.558860000005,No,305527.086,21.73869453,66.46977159,24.039426100000004,5448.649950999999,70.0,45_and_up,1.0,715.7236058999999,7.0,Car,Public_Sector,470.2706909,0.0,Yes,1496
9.0,94.88484720000001,9453.353708,Education,31.628282399999996,No,298.8892532,Yes,Female,After_16:00,0.34156563,0.494967441,6.789168126,8.041963519,8.059575069,5.145986499,4792.0,46.95931107,378.6698898,3746.2323119999996,44731.20208,No,89334.78571,19.45944218,252.6895518,16.12315769,1041.9765300000001,100.0,30-45,3.0,574.0938607999999,10.0,Car,Public_Sector,406.80406919999996,0.0,Yes,7142
6.0,120.6643614,,Education,40.22145379999999,No,474.21232740000005,Yes,Male,By_16:00,0.647593623,0.12942436,4.11523506,4.178228744,6.69526859,8.203815578,9450.0,79.89258894,413.4064798,5568.936234000001,50623.11643,No,224877.3315,20.33239975,125.7313429,41.10771245,1667.986799,100.0,30-45,1.0,625.7694227999999,10.0,Motorcycle_or_truck,Public_Sector,412.5647166,2.0,Yes,8623
9.0,165.22948380000003,24186.39714,Financial,55.07649459,No,439.141912,Yes,Male,By_16:00,0.911298087,0.465394026,2.250462372,0.019916084,8.703191276,0.04521522,4467.0,15.34442981,492.2854652,5375.99005,59167.85551,No,192845.6189,22.18750696,70.94417937,28.53099355,3098.496751,60.0,30-45,0.0,754.7886269999999,10.0,Public_or_other,Hightech,535.6350342000001,0.0,No,8137
7.0,805.3843638,118199.6545,Financial,268.4614546,No,440.2853834,Yes,Female,By_16:00,0.6472293889999999,0.74171323,5.729887439,7.657019119,9.671054019,3.967070405,9193.0,69.12871881,422.8940222,5248.641879,52550.8118,No,193851.2189,20.56438723,98.20631785,81.70130155,72350.01405,60.0,Below_30,1.0,668.8600824,12.0,Public_or_other,Services_or_Retail,488.4538482,,No,951
7.0,1170.8432480000001,94225.22172,Social,390.28108280000004,Yes,241.42912859999998,Yes,Female,After_16:00,0.565221726,0.20267949600000001,3.7935280239999996,7.359159772999999,7.040885685,0.994771915,4929.0,38.72610894,618.3403624,3650.97201,62544.23386,Yes,58288.02412,24.86645054,304.8564123,62.65743454,152719.6047,70.0,Below_30,1.0,775.7081451,9.0,Motorcycle_or_truck,Student_or_Unemployed,390.1178122,0.0,Yes,3594
5.0,1103.872114,163893.2196,Financial,367.9573713,Yes,445.41360599999996,Yes,Male,After_16:00,0.044239305,0.87411033,9.984135383,2.332108051,0.536951786,6.859631836,5573.0,55.69001171,444.2900022,5342.716064,52706.90949,Yes,198393.2804,21.07818783,113.8744294,93.11744655,135770.5845,60.0,45_and_up,1.0,652.9171018999999,11.0,Foot_or_bicycle,Public_Sector,417.0294787,0.0,Yes,6206
4.0,235.08521290000002,33169.56144,Environment,78.36173762,No,423.28772239999995,Yes,Female,After_16:00,0.8299299059999999,0.45766228700000006,6.578372081,7.533268668,4.308569548,4.336149408,8208.0,35.19020109,445.2928155,5123.462855,54573.62971,No,179172.4959,,94.86784979,80.86215518,6228.923661,90.0,Below_30,2.0,698.6208538,14.0,Foot_or_bicycle,Public_Sector,511.0570951,1.0,No,3077
8.0,1455.468182,320581.3358,Environment,485.1560608,Yes,660.7798227000001,No,Female,After_16:00,0.037766986,0.145441536,9.327407596,5.734584394,2.865085367,0.72865699,3533.0,45.22070184,255.19846009999998,7118.195146999999,43078.436760000004,Yes,436629.9741,15.97493224,292.89485049999996,84.35227382,235871.5594,90.0,30-45,0.0,544.2197042,14.0,Public_or_other,Industry_or_other,496.92621569999994,2.0,Yes,2970
6.0,684.8540519,99585.44339,Military,228.284684,No,436.23357319999997,Yes,Female,By_16:00,0.74964801,0.593516313,6.358694911000001,8.615161532,4.630484586000001,4.217946725,4093.0,72.72224852,403.2030264,5168.741785,49791.49895,Maybe,190299.7304,20.07991599,130.5355774,12.17652904,52352.181619999996,30.0,45_and_up,1.0,626.4905614,8.0,Motorcycle_or_truck,Industry_or_other,439.96896069999997,0.0,No,977
3.0,,51437.29464,Foreign_Affairs,106.8821564,No,481.2524035,Yes,Female,By_16:00,0.7818849990000001,0.559570803,1.415676491,0.368336055,5.0476300389999995,8.61894621,4171.0,12.13194255,504.0301012,5820.584237,58158.44995,Maybe,231603.8758,22.45061472,82.48806595,17.29684474,11540.6775,40.0,45_and_up,2.0,711.6382226,6.0,Foot_or_bicycle,Hightech,419.77178219999996,4.0,Yes,6913
5.0,193.48150790000003,17540.07092,Healthcare,64.49383595,No,271.9650749,Yes,Female,By_16:00,0.6026738970000001,0.7351767770000001,5.564063415,6.971312591,9.328534121,3.854866473,6897.0,1.076064655,523.8003271000001,3767.251403,61116.03284,No,73965.00195,22.88668449,265.705427,57.90417169,4233.948711999999,80.0,Below_30,3.0,815.7602887,10.0,Car,Hightech,634.2869736,0.0,No,6530
3.0,284.7120918,68063.27562999999,Social,94.90403061,No,717.1800312,,Female,By_16:00,0.983732215,0.272028918,5.674133685,4.303260073,2.3112569069999997,7.6343028760000005,5534.0,6.509736972000001,651.3449201000001,8474.490152,75399.6548,No,514347.1972,25.52145999,265.2826932,91.83734064,9111.679056,70.0,Below_30,2.0,899.2327933,6.0,Car,Services_or_Retail,482.6087241,2.0,No,0
5.0,411.7950096,40722.77433,Social,137.2650032,No,296.6726652,Yes,Male,By_16:00,0.171298705,0.46942849299999995,0.205158575,0.810000817,5.014903895,6.936956835,4217.0,42.11130668,333.8262921,3634.3792359999998,41041.92318,No,88014.67026,18.27091383,279.5862958,31.767572899999998,18988.9461,70.0,Below_30,4.0,532.1192882,8.0,Motorcycle_or_truck,Services_or_Retail,404.01671769999996,0.0,Yes,9497
8.0,527.8415295,90444.25121,Foreign_Affairs,175.94717649999998,No,514.0420723,No,Male,By_16:00,0.289997441,0.712017303,5.159648389,,2.74222797,1.233500887,9153.0,13.70217348,371.9273913,5884.275505,49284.39393,Maybe,264239.2521,19.28541914,132.471561,52.96651311,31143.356089999997,40.0,30-45,3.0,620.7364116,6.0,Motorcycle_or_truck,Hightech,469.1951043,0.0,No,1636
7.0,456.05193899999995,41498.247639999994,Education,152.017313,No,,Yes,Male,After_16:00,0.254968283,0.380094076,2.1733693030000003,7.34605208,6.852795945,7.9106771689999995,4648.0,25.72627072,407.3450353,3544.5270090000004,46007.98108,No,74520.09713,20.18279057,272.2324785,63.55560175,23271.280759999998,100.0,Below_30,2.0,584.7709762999999,9.0,Public_or_other,Hightech,381.7241504,0.0,No,6741
3.0,373.58734510000005,39240.66712,Financial,124.52911499999999,No,315.1123905,Yes,Male,By_16:00,0.785635305,0.56632918,6.386516825,1.494209785,8.221582123,7.087411485,7803.0,88.65872188,356.75446600000004,3864.6328369999997,46669.47732,No,99295.81862,18.88794499,240.33786459999996,93.73185774,15642.02961,60.0,Below_30,1.0,630.2469844999999,7.0,Foot_or_bicycle,Services_or_Retail,555.3134521000001,0.0,No,2623
1.0,455.3032523,71015.8472,Healthcare,151.76775080000002,No,467.9244888,Yes,Male,By_16:00,0.8486325659999999,0.694669144,2.502908949,4.229308753,4.857340748,6.195092787999999,3481.0,47.251896,439.161833,5557.5685539999995,52264.76681,No,218953.3273,20.95618842,122.1892336,43.72782765,23195.21792,80.0,45_and_up,4.0,641.5403564,11.0,Car,Student_or_Unemployed,399.00451580000004,0.0,No,5129
7.0,319.3052752,29262.11064,Education,106.43509170000002,No,274.92916260000004,Yes,Female,By_16:00,0.547584646,0.5953509889999999,9.579162926,2.982067531,0.022457272,2.915715543,4774.0,69.36064092,261.4133579,3272.118342,36394.05042,No,75586.04444,16.16828247,329.374898,14.834739800000001,11444.86385,100.0,30-45,2.0,497.7037649,11.0,Motorcycle_or_truck,Services_or_Retail,469.87765310000003,0.0,Yes,1853
9.0,334.89545539999995,34229.56127,Education,111.63181850000001,No,306.6290753,Yes,Male,After_16:00,0.537231314,0.633625671,8.428052166,0.417959795,9.347601242,5.745487703999999,3515.0,14.97999807,476.02874119999996,4018.348235,58487.097160000005,No,94021.38982000001,21.8180829,252.45912620000001,40.43430574,12583.29472,100.0,Below_30,,789.3518961,16.0,Motorcycle_or_truck,Student_or_Unemployed,660.5262428999999,1.0,No,5869
7.0,380.5004273,43195.13198,Environment,126.83347579999999,No,340.5657041,Yes,Female,After_16:00,0.7326800840000001,0.868591612,5.487300477000001,1.670121755,3.570984923,6.722383765,8864.0,70.47614490000001,404.0337072,4213.724456,48190.20128,No,115984.9988,20.10058972,196.0915416,92.13747099999999,16223.56405,90.0,45_and_up,3.0,616.7714227999999,8.0,Motorcycle_or_truck,Hightech,438.16903179999997,0.0,,4106
3.0,845.3507457000001,107493.981,Other,281.78358189999994,No,381.47709069999996,Yes,Female,After_16:00,0.321113369,0.032383322,5.076965545,4.9208352710000005,5.868328076,9.893738342999999,3349.0,63.13724988,399.3660087,4613.502924,50627.08101,Maybe,145524.7707,19.98414393,158.37269569999998,98.51502562,79693.77061,50.0,30-45,3.0,662.6355903,11.0,Foot_or_bicycle,Industry_or_other,530.1169468999999,0.0,No,5728
8.0,,262366.4464,Social,535.7260679,Yes,489.7399288,Yes,Male,After_16:00,0.06612161700000001,0.46810751100000003,6.633703371,8.020763532,2.122336573,4.754055308,6203.0,57.29019346,196.0385576,5289.476403000001,34592.924289999995,Yes,239845.1979,14.00137699,306.72959,49.55148904,287548.1459,70.0,45_and_up,0.0,455.5013227,9.0,Foot_or_bicycle,Services_or_Retail,460.18525589999996,0.0,Yes,1712
8.0,474.28704739999995,53806.03599999999,Financial,158.0956825,No,340.33842769999995,Yes,Female,After_16:00,0.094799785,0.798980337,1.9133145040000001,0.07100550900000001,6.684601069,8.886976084,9690.0,69.26289776,408.4759254,4220.336128,48115.41046,No,115830.2454,20.21078735,200.81623369999997,14.96829612,25162.3405,60.0,30-45,1.0,611.4792008999999,6.0,Motorcycle_or_truck,Student_or_Unemployed,419.6340506,0.0,No,2760
2.0,886.6361262,95013.21187999999,Financial,295.54537539999995,No,321.48434649999996,Yes,Female,After_16:00,0.143648331,0.23496082199999999,7.999633534,6.429683938999999,3.6065063160000004,,4495.0,87.06842132,349.5433918,3913.930249,42277.80609,No,103352.1851,18.69607958,260.36337430000003,8.778115547999999,87652.6143,60.0,Below_30,2.0,539.109245,5.0,Foot_or_bicycle,Public_Sector,384.7435155,1.0,No,4
7.0,219.5306067,32241.89954,Foreign_Affairs,73.17686889,No,440.60233830000004,Yes,Female,After_16:00,0.44350531,0.393176969,8.856663909,4.6116886710000005,0.311480502,9.560407558,4925.0,3.223417792,363.9269851,5133.877353,46108.372460000006,Maybe,194130.4205,19.07687042,171.97489850000002,93.29881733,5438.031009,40.0,Below_30,3.0,578.2026487,8.0,Motorcycle_or_truck,Services_or_Retail,413.2162567,0.0,No,8534
8.0,297.00255289999996,36885.74762,Healthcare,99.00085097,No,372.5801068,,Male,After_16:00,0.101683707,0.300795153,0.274273932,4.5839577469999995,0.83548438,2.24270625,6836.0,47.235366799999994,452.2207864,4630.2426399999995,55816.9908,No,138815.9359,21.26548345,157.1009257,67.46005109,9910.169344,80.0,45_and_up,1.0,733.5059808999999,14.0,Motorcycle_or_truck,Student_or_Unemployed,578.4985247999999,1.0,Yes,5841
7.0,507.3172117,63822.24304,Social,169.1057372,No,377.4102764,Yes,Male,By_16:00,0.35194185899999997,0.06924770400000001,9.775613953999999,8.746976147,4.225817777,1.719654917,6968.0,22.60641211,451.21301449999993,4676.528793,54787.07144,No,142438.5168,21.24177522,136.1654939,28.72141264,28775.8561,70.0,Below_30,1.0,710.6600359,13.0,Motorcycle_or_truck,Public_Sector,533.6545903,1.0,Yes,9586
5.0,146.88255969999997,23674.98395,Education,48.96085325,No,483.5492516,Yes,Male,By_16:00,0.388949276,0.572944145,5.824369312999999,2.9548895269999997,2.840456599,5.9369207170000005,5684.0,9.448390757,446.1578373,5727.808191,54981.04985,No,233819.8787,21.12244866,59.34856541,18.06394202,2456.1260039999997,100.0,45_and_up,1.0,690.5075350999999,10.0,Public_or_other,Hightech,481.22111280000007,2.0,No,4080
8.0,1290.35827,150525.9925,Healthcare,430.1194233,Yes,349.96325299999995,Yes,Male,By_16:00,0.34794264,,5.696076627,6.581182526,3.28786257,6.597725607,9779.0,37.30079487,475.23564369999997,4450.103817,53143.85929,Yes,122474.2785,21.79990008,182.5850831,48.13445588,185442.8377,80.0,45_and_up,0.0,662.1786762999999,13.0,Public_or_other,Services_or_Retail,398.94054339999997,0.0,No,2474
,505.1404101,66962.39282000001,Environment,168.38013669999998,No,397.68582050000003,Yes,Female,By_16:00,0.471924745,0.8954103370000001,9.392468226,9.682676669,2.419483969,3.66457351,4465.0,84.76270256,397.0138776,4770.885961,49289.09183,No,158154.0119,19.92520709,148.62404890000002,68.10225686,28530.25057,90.0,30-45,5.0,631.1533038,13.0,Foot_or_bicycle,Industry_or_other,468.14446389999995,0.0,No,1807
9.0,145.0503814,20895.8737,Military,48.35012712,No,432.17825769999996,Yes,Female,By_16:00,0.6711645279999999,0.341863166,7.456929744,9.575093528,9.374093525,0.630164794,4400.0,9.608244221,414.286783,5150.356143,49323.9923,Maybe,186778.0465,20.35403604,159.3178698,,2396.08492,30.0,45_and_up,3.0,608.1198277999999,6.0,Motorcycle_or_truck,Hightech,384.08779460000005,0.0,No,224
10.0,889.9281163999999,90607.0714,Healthcare,296.64270550000003,No,305.4417646,Yes,Male,By_16:00,0.784095619,0.291644089,9.436943324,0.43161099299999994,8.323449201,4.127620128,8507.0,87.92082733,521.3765829,4097.170811,62662.52477999999,No,93294.67154,22.83367213,269.46900730000004,71.76279502,88303.53741,80.0,Below_30,1.0,842.3893652,11.0,Motorcycle_or_truck,Public_Sector,685.2125283,3.0,No,3342
