Avg_Satisfaction_with_previous_vote,Garden_sqr_meter_per_person_in_residancy_area,Yearly_IncomeK,Weighted_education_rank,Number_of_valued_Kneset_members,Overall_happiness_score,Will_vote_only_large_party_int,Most_Important_Issue_Environment,Most_Important_Issue_Social,Most_Important_Issue_Education,Most_Important_Issue_Healthcare,Most_Important_Issue_Financial,Most_Important_Issue_Foreign_Affairs,Most_Important_Issue_Other,Most_Important_Issue_Military
1.095952265,0.284750067,0.091108508,-0.764198556,0.306256494,-0.558662877,1,0,0,0,0,1,0,0,0
-0.703405535,0.113006207,0.10082901,-0.934129714,1.393218565,0.307276053,-1,1,0,0,0,0,0,0,0
1.824148245,1.956449427,-1.741799745,0.836360198,1.393218565,0.177138982,1,1,0,0,0,0,0,0,0
0.228117567,0.213493511,-0.307157095,-0.615237079,-0.780705577,-0.347403767,0,0,0,0,0,0,0,0,1
-0.526198312,0.562935271,0.670183168,-1.044813016,-1.505346957,-0.533407878,0,0,0,0,0,0,1,0,0
-0.789571603,-1.061579004,0.861820562,0.593269105,-0.056064196,1.442150604,-1,0,0,0,1,0,0,0,0
-0.600622549,2.394234861,2.098139937,0.58948959,-1.505346957,0.045283323,-1,0,1,0,0,0,0,0,0
-0.33741918,-0.869795615,-0.979641901,0.717373081,-0.780705577,-0.678502736,-1,0,1,0,0,0,0,0,0
-0.097073463,0.817452758,-0.610319093,-0.59792813,-1.505346957,-0.07824821,0,0,0,0,0,0,1,0,0
-0.245757978,-0.743508612,-0.267007641,0.651625182,-0.418384886,-0.883804142,-1,0,0,1,0,0,0,0,0
-0.416551657,-0.726664174,-0.757393784,0.366466633,-1.143026267,0.714851017,-1,0,0,0,0,1,0,0,0
-0.247308595,0.459482339,0.041399972,-0.68985881,0.306256494,-0.724662161,-1,0,0,0,1,0,0,0,0
-0.52897608,-1.038571386,-1.681557297,1.162515499,0.306256494,-0.071962338,-1,0,0,1,0,0,0,0,0
-0.496687019,-0.792512721,0.39875948,0.474838579,2.117859946,1.68379881,-1,0,0,1,0,0,0,0,0
-0.402233866,-0.529092388,-0.299105113,-0.029124212,-0.780705577,-0.363980052,-1,1,0,0,0,0,0,0,0
0.560524717,-0.211533117,-0.344350199,-0.366355175,0.306256494,0.482806054,0,0,0,0,0,0,0,1,0
2.138357184,0.628816498,-2.315250426,0.960051748,-0.418384886,-0.161223604,1,0,1,0,0,0,0,0,0
-0.207990967,-0.530856535,-0.25604566,0.013117602,-1.505346957,-0.534676304,-1,0,0,0,0,1,0,0,0
0.646031498,-0.677204259,-0.827292401,0.545507687,-1.867667648,-0.855997569,-1,0,0,0,0,1,0,0,0
-0.735620917,0.247404409,-0.687868889,-0.244742654,-0.780705577,-0.593780404,0,0,0,0,0,0,1,0,0
-0.575167588,-0.280592612,0.167983442,-0.377725624,1.393218565,0.928371872,-1,0,0,0,1,0,0,0,0
-0.139581691,-0.243100235,0.158214875,-0.564901972,1.030897875,0.515385665,-1,0,1,0,0,0,0,0,0
-0.886083395,0.580763692,0.109213867,-1.251695169,-0.056064196,0.03250424,-1,0,0,1,0,0,0,0,0
1.482186587,-0.456147444,0.391071801,-0.149880717,1.030897875,-0.725251309,1,0,0,0,1,0,0,0,0
-0.144090097,-0.08571894,-0.367149953,-0.453514404,1.030897875,-0.087923989,-1,1,0,0,0,0,0,0,0
-0.889878047,0.182015648,-0.199719667,-0.357904705,-1.505346957,-0.862036372,0,0,0,0,0,0,0,0,1
0.65284959,-0.801728775,0.838326646,0.626917955,0.306256494,1.911144949,-1,0,0,0,1,0,0,0,0
1.012678951,-1.243607206,-0.838985487,1.04567794,1.030897875,1.287434838,1,1,0,0,0,0,0,0,0
-0.897187692,-0.296445089,0.075248517,-0.24330627,-0.056064196,-0.696022791,-1,0,0,0,0,1,0,0,0
0.32804127,-1.024140334,0.982595541,0.565130981,1.030897875,1.434086099,-1,0,1,0,0,0,0,0,0
0.007036021,2.323375087,2.062387181,0.498940733,-1.867667648,0.242657811,-1,0,0,0,0,1,0,0,0
-0.383657295,-0.934894624,0.978124686,0.599231521,1.030897875,1.657201605,-1,0,1,0,0,0,0,0,0
-0.961013548,-0.005942384,-0.273578433,-0.608699647,0.668577185,0.140829805,-1,1,0,0,0,0,0,0,0
-0.322297567,0.021641374,-0.176975639,-0.175528482,-0.418384886,-1.013495965,0,0,0,0,0,0,0,0,1
-0.805132614,2.175824859,2.154487963,0.42049278,-0.056064196,0.054728553,-1,1,0,0,0,0,0,0,0
0.882411055,0.510162902,0.069833843,-1.147658053,-0.780705577,-0.090588086,-1,1,0,0,0,0,0,0,0
-0.652848928,-0.702205894,-0.712874971,0.458501432,-1.143026267,-0.787815032,-1,0,1,0,0,0,0,0,0
-0.6263508,-0.71706797,-0.541273059,0.408312226,-0.056064196,-0.789738645,-1,0,0,1,0,0,0,0,0
2.320732031,-2.079818359,-0.996252373,4.062351266,0.668577185,-3.621618262,1,0,0,0,0,1,0,0,0
-0.88814511,-0.295541327,0.400805683,-0.417443071,-0.780705577,-0.508491993,0,0,0,0,0,0,0,0,1
-0.942021815,-0.847577264,-0.91035383,0.652267925,-1.505346957,-0.652281874,-1,0,1,0,0,0,0,0,0
0.197450197,2.18259325,1.91360664,0.298163545,-1.143026267,-0.015544014,-1,0,0,0,1,0,0,0,0
2.070490924,2.726682861,1.845603129,1.058742601,0.306256494,1.429760551,1,0,0,0,0,1,0,0,0
-0.62344944,-0.850232731,-0.846677429,0.682161477,-1.505346957,-0.820703995,-1,0,1,0,0,0,0,0,0
-1.004695677,-1.012457861,0.761533736,0.597037911,-0.418384886,1.555457145,-1,0,1,0,0,0,0,0,0
0.119948143,-0.851208434,-0.419316933,0.394382668,-1.867667648,-0.57356913,-1,0,0,0,0,1,0,0,0
3.110666898,-1.033679917,-0.811553882,0.856728351,0.306256494,1.318309492,1,0,0,0,1,0,0,0,0
1.825838624,2.585510475,-1.604625411,3.558196672,1.030897875,-4.354134423,1,0,0,1,0,0,0,0,0
1.105898856,-1.060264074,-0.998231147,0.943358658,0.306256494,-0.835000742,1,0,0,0,0,1,0,0,0
-0.6770393,2.360234064,2.310861551,0.671418947,0.306256494,0.230812973,-1,0,0,1,0,0,0,0,0
0.590843033,-0.131747385,-0.635797612,-0.263008645,1.393218565,0.286410468,-1,0,0,0,1,0,0,0,0
-0.744589504,-0.352262381,-0.463560407,-0.181175388,0.668577185,-0.028186395,-1,1,0,0,0,0,0,0,0
0.314099615,-0.846005523,-0.835093505,0.674360319,-1.143026267,-0.824873881,-1,0,1,0,0,0,0,0,0
-0.512645449,0.878779855,0.026766949,-1.162123817,-0.780705577,0.037193707,-1,0,0,0,1,0,0,0,0
-0.701831666,2.407225883,1.983799474,0.550068771,-0.056064196,-0.035435025,-1,1,0,0,0,0,0,0,0
0.561022148,-0.726992007,-1.172564044,0.657461547,-1.143026267,0.897248668,-1,0,1,0,0,0,0,0,0
1.463542626,-1.025525607,0.038526409,3.017520915,-0.056064196,-4.254918438,1,0,1,0,0,0,0,0,0
-0.672185228,-1.094632071,0.426718112,0.743338723,1.030897875,1.621501455,-1,0,0,0,1,0,0,0,0
0.581544508,-0.016783104,-0.383129312,0.050739858,-1.867667648,-1.171561336,0,0,0,0,0,0,0,0,1
2.349864475,-2.43630977,2.317277566,3.273815984,0.668577185,-3.055963685,1,1,0,0,0,0,0,0,0
0.341226343,2.366989735,1.649531069,0.347619056,-0.418384886,0.134082706,-1,0,0,0,1,0,0,0,0
0.254507343,-0.584830254,-0.418202885,0.169168252,-1.143026267,-0.626598944,-1,0,1,0,0,0,0,0,0
0.09205577,0.634745798,0.441349914,-1.564078706,-0.780705577,0.103583956,-1,0,0,0,1,0,0,0,0
-0.787394847,-0.64923508,-0.64491449,0.410566482,-0.056064196,-0.813169961,-1,0,0,1,0,0,0,0,0
-0.264287039,-0.291295109,0.199459277,-0.481319736,1.030897875,-0.162900256,-1,0,1,0,0,0,0,0,0
-0.982428901,-0.460205454,-0.240385923,-0.096484015,-0.780705577,0.843638571,-1,1,0,0,0,0,0,0,0
-0.373470602,-0.149947846,0.206587922,-0.283432616,-1.505346957,-0.882575842,0,0,0,0,0,0,1,0,0
-0.733507518,-0.870890123,0.582081431,0.290204192,1.755539256,1.227234672,-1,1,0,0,0,0,0,0,0
-0.474002739,0.452537646,0.536710126,-1.417214573,-0.418384886,0.002497031,-1,0,0,0,0,1,0,0,0
1.290677914,-1.212047177,1.156633121,0.613409464,0.306256494,-0.599823452,1,0,0,0,1,0,0,0,0
-0.106850454,-0.681110663,-0.533516484,0.400421743,-1.505346957,-0.849367175,-1,0,1,0,0,0,0,0,0
-1.054494064,-1.197799797,0.33811624,0.786143649,0.668577185,1.549622839,-1,0,0,0,0,1,0,0,0
-0.378178806,0.343446204,1.057450231,-0.776549094,-1.867667648,-0.644064594,0,0,0,0,0,0,0,0,1
0.289759793,-0.79021757,1.046147302,0.580522326,0.306256494,1.819919203,-1,0,0,0,1,0,0,0,0
-0.343931208,-0.094689209,0.337075405,-0.580987966,-1.505346957,0.625989806,0,0,0,0,0,0,0,0,1
-0.24480201,-0.881441021,-0.835840708,0.568831811,0.306256494,0.809113363,-1,0,0,1,0,0,0,0,0
-0.49043085,-0.382316537,-0.313948411,-0.056587363,-0.418384886,-0.61845222,-1,0,0,1,0,0,0,0,0
-0.665551954,0.71993071,-0.177488384,-0.962112553,-0.056064196,-0.145820138,-1,0,0,1,0,0,0,0,0
0.283095475,1.23492274,-0.129630353,-0.822399616,-0.418384886,-0.049680547,-1,0,0,0,1,0,0,0,0
-1.047858044,-1.196297748,0.647658649,0.732119039,0.668577185,1.470656693,-1,0,0,1,0,0,0,0,0
-0.60884645,0.004228673,-0.83305299,-0.200061977,0.668577185,0.053670018,-1,0,0,0,1,0,0,0,0
-0.819192779,-0.250726631,-0.385752893,-0.227716404,0.668577185,-0.373998684,-1,0,0,1,0,0,0,0,0
0.033244051,2.368593075,2.320784878,0.694147446,-1.143026267,0.429913992,-1,0,0,0,1,0,0,0,0
-1.067420664,0.203929998,-0.32430959,-0.711176017,1.030897875,0.01827572,-1,1,0,0,0,0,0,0,0
-0.546725316,-0.814032954,0.876089721,0.322383899,2.117859946,1.381429593,-1,0,0,1,0,0,0,0,0
-0.465758406,0.455481373,-0.315584349,-0.816577873,-0.780705577,-0.095313237,-1,0,0,0,1,0,0,0,0
-0.722926095,0.107814078,-0.982709158,-0.140580352,-1.143026267,0.236599191,0,0,0,0,0,0,0,0,1
-0.457249316,-0.6614376,-0.504044376,0.200485643,-0.780705577,-0.400003708,-1,0,0,0,1,0,0,0,0
-0.266036043,-0.516686486,-0.569602147,0.160898252,-0.418384886,0.974996616,-1,0,0,0,1,0,0,0,0
-0.534647203,0.776993792,0.439705887,-1.548642146,-1.143026267,0.070362656,-1,0,1,0,0,0,0,0,0
0.90369176,0.361449575,0.025668452,-0.10440303,-0.780705577,-1.371507978,0,0,0,0,0,0,0,0,1
1.161210517,-0.156142429,-1.661742809,0.873235909,2.117859946,1.503323862,1,0,0,1,0,0,0,0,0
-0.57339598,0.180428672,0.066651885,-0.969644747,1.393218565,0.061783803,-1,1,0,0,0,0,0,0,0
-0.518487513,-0.156678018,-0.418392866,-0.094460731,0.668577185,-0.781891933,-1,0,1,0,0,0,0,0,0
-1.044755246,-0.735621786,0.892722737,0.343969653,1.030897875,1.546966104,-1,0,0,1,0,0,0,0,0
-0.071915243,0.178988685,-0.059011058,-0.716873115,0.306256494,0.821795674,-1,0,1,0,0,0,0,0,0
-0.826171991,0.286919114,-0.747028161,-0.42073922,1.030897875,0.155930213,-1,0,1,0,0,0,0,0,0
0.159652574,-0.4426895,-0.543929284,0.032895498,-0.056064196,-0.414505351,-1,0,0,0,0,1,0,0,0
-0.200394399,-0.101781717,0.053698871,-0.359880259,-0.780705577,-0.75460465,0,0,0,0,0,0,0,0,1
1.01899031,0.104997991,-4.210851254,3.141780997,-0.056064196,2.218162457,1,0,1,0,0,0,0,0,0
1.477220103,0.276040072,-0.051885873,-0.528178093,1.030897875,-0.700195971,1,0,0,1,0,0,0,0,0
-0.495474214,0.546540664,0.001139802,-1.133960189,-0.056064196,-0.020078476,-1,0,0,1,0,0,0,0,0
0.133300815,-0.06520347,-0.140791051,-0.641254239,1.030897875,0.173016486,-1,0,0,1,0,0,0,0,0
-0.647247499,-1.242767285,0.523919556,0.848866756,0.668577185,1.611075693,-1,0,0,1,0,0,0,0,0
0.767681601,0.709657337,0.275800053,-1.245740458,-0.780705577,-0.232173787,-1,1,0,0,0,0,0,0,0
0.450002134,1.972051043,2.192692102,0.2682443,-1.143026267,0.093131183,-1,0,0,0,1,0,0,0,0
1.164223428,-2.796369072,2.670048761,3.117004196,0.306256494,-1.897855789,1,0,0,0,0,1,0,0,0
0.372386966,2.087582656,1.888808634,0.187608302,-0.780705577,0.095058894,-1,1,0,0,0,0,0,0,0
0.843404519,-0.110138798,-0.189680355,-0.556139363,0.306256494,-0.003907616,-1,0,0,0,1,0,0,0,0
-0.29850426,-0.331126056,-0.724631638,-0.008034573,1.755539256,0.60506254,-1,0,0,1,0,0,0,0,0
-0.075662743,-0.613334236,-0.66228231,0.357319696,-1.143026267,-0.736859182,-1,0,0,0,1,0,0,0,0
-0.771585303,0.890136552,0.320338546,-1.331798763,-1.505346957,-0.080383145,-1,0,1,0,0,0,0,0,0
0.027812855,0.214920189,-0.327632129,-0.455514665,0.668577185,-0.628341214,-1,0,0,0,1,0,0,0,0
0.360601938,-0.672614767,-0.421599236,0.274683562,-0.780705577,-0.691294915,-1,0,0,0,1,0,0,0,0
0.052629796,0.76689091,0.413997347,-1.053696902,-0.056064196,-0.51282474,0,0,0,0,0,0,1,0,0
-0.540352396,0.961708986,0.664999422,-1.003711222,-1.505346957,-0.537446317,0,0,0,0,0,0,0,0,1
-0.834922967,-0.165700659,-0.187478817,-0.469079291,1.755539256,0.137912996,-1,1,0,0,0,0,0,0,0
-1.048716047,-0.989058191,-0.817620888,0.652780031,-1.505346957,0.789117115,-1,0,1,0,0,0,0,0,0
-0.62344944,-0.775784179,-0.917066562,0.692651626,-1.505346957,-0.90567693,-1,0,1,0,0,0,0,0,0
-0.052075141,-0.649535105,-0.012054536,0.01541424,0.306256494,0.883439793,-1,0,1,0,0,0,0,0,0
-0.56927755,-1.312112485,0.411865924,0.741240491,0.668577185,1.188515896,-1,0,0,1,0,0,0,0,0
-0.557993467,-0.338842658,-0.122116833,-0.388800065,0.668577185,0.140293012,-1,1,0,0,0,0,0,0,0
-0.436062967,0.376553841,-0.162802344,-0.946055357,0.668577185,0.071393408,-1,1,0,0,0,0,0,0,0
-0.400676886,-0.013982188,-0.548787513,-0.228499096,-0.780705577,-0.549736457,0,0,0,0,0,0,0,0,1
0.277863827,-0.216377416,-0.287633372,-0.387284638,0.668577185,0.519934361,-1,1,0,0,0,0,0,0,0
-0.760078594,-0.03430041,-0.049106155,-0.706192519,0.306256494,0.019888082,-1,0,1,0,0,0,0,0,0
-1.101552662,0.177797733,0.224808867,-0.988853694,-1.505346957,-0.144659246,-1,0,0,0,0,1,0,0,0
-0.559961663,2.197392457,1.981719537,0.346741285,-1.143026267,5.35E-05,-1,0,0,0,1,0,0,0,0
-0.560967132,-0.778207198,-0.586156887,0.479482959,-1.143026267,-0.784078765,-1,0,0,0,1,0,0,0,0
-1.131120693,0.292809027,-0.588129446,-0.611636473,-0.418384886,0.506079879,-1,0,0,0,0,1,0,0,0
-0.950640478,0.010075076,-0.223751829,-0.035545186,-0.780705577,-1.169740671,0,0,0,0,0,0,0,0,1
-0.285442604,-0.787670371,-0.246923565,0.305879546,-1.143026267,-0.677608209,-1,0,0,0,1,0,0,0,0
1.032659554,-3.160369742,-2.171453019,4.437377831,1.393218565,-3.384193138,1,0,0,0,1,0,0,0,0
-0.491427132,0.481952414,-0.064257989,-0.91137659,-0.780705577,0.749608598,-1,0,0,0,0,1,0,0,0
-0.207066378,0.804516893,0.453720066,-1.263214425,-0.418384886,-0.289030116,-1,1,0,0,0,0,0,0,0
-0.314486717,-0.066223969,0.04329393,-0.62430816,-0.056064196,0.721303246,-1,0,1,0,0,0,0,0,0
-0.385585861,-0.29381414,0.233741506,-0.243076917,-0.056064196,-0.772922951,0,0,0,0,0,0,1,0,0
0.235554706,0.685460597,0.698415506,-1.596498966,-0.056064196,0.3837727,-1,1,0,0,0,0,0,0,0
-0.898791199,-0.530078346,-0.608670622,0.123642181,-0.056064196,0.7600106,-1,1,0,0,0,0,0,0,0
1.005140795,-2.997380308,-2.230861555,3.570101703,1.030897875,2.121428203,1,0,0,0,1,0,0,0,0
2.944741867,2.13387456,-2.814501082,1.832661413,-0.056064196,0.742711759,1,0,0,0,1,0,0,0,0
-0.78111647,-0.166724002,0.069110061,-0.645264433,-0.056064196,0.297447009,-1,0,1,0,0,0,0,0,0
0.209803515,0.616145457,-0.471995567,-0.598212999,-1.505346957,-0.408748095,0,0,0,0,0,0,0,0,1
0.31722555,-0.019807927,0.34408459,-0.741181097,1.030897875,-0.368261001,-1,0,0,0,1,0,0,0,0
-0.567582849,-0.158599553,0.745154561,-0.777828277,1.393218565,0.182054347,-1,0,0,1,0,0,0,0,0
-0.763521963,-0.797543757,0.852065183,0.28277508,1.755539256,1.357179624,-1,0,0,1,0,0,0,0,0
3.561152566,-1.616564009,-1.023910096,3.528342897,1.030897875,-4.249002234,1,1,0,0,0,0,0,0,0
1.889219591,0.909678009,0.646632962,-1.5403805,1.393218565,0.135536884,1,1,0,0,0,0,0,0,0
-0.837459547,0.375446665,0.094572418,-1.146856711,-0.780705577,0.317147872,0,0,0,0,0,0,1,0,0
-0.674497992,0.010251659,-0.331048733,-0.460499502,-1.867667648,-0.370678975,0,0,0,0,0,0,0,0,1
-0.734232983,-0.824663226,-0.780114972,0.627765474,-0.418384886,-0.825299088,-1,0,0,1,0,0,0,0,0
-0.708460418,0.33217733,0.231148974,-1.18342191,1.393218565,0.397392047,-1,1,0,0,0,0,0,0,0
-0.560967132,-0.744531653,-0.592531094,0.458705916,-1.143026267,-0.797151831,-1,0,0,0,1,0,0,0,0
2.028626931,1.53616561,-0.725888938,0.110629717,1.030897875,-0.878645131,1,0,1,0,0,0,0,0,0
-0.766226501,0.0971609,0.243324017,-0.450969969,-0.056064196,-0.898573403,-1,0,0,0,0,1,0,0,0
0.112945341,0.717613617,1.016463591,-1.131193341,-0.780705577,-0.356397479,0,0,0,0,0,0,0,0,1
-0.42497009,-0.682968788,-0.552201967,0.405451176,-1.867667648,-0.838142503,-1,0,0,0,0,1,0,0,0
-0.801569363,-0.719006668,0.933400195,0.378769372,0.668577185,1.621227335,-1,0,0,1,0,0,0,0,0
-0.990377825,0.581624109,-0.443771748,-0.693763739,-1.143026267,-0.23235441,0,0,0,0,0,0,1,0,0
1.016294697,0.735552626,1.71262026,4.016247754,1.755539256,-4.176979713,1,1,0,0,0,0,0,0,0
-0.727100242,-0.839191828,-1.18790585,0.712494173,-0.418384886,0.700827955,-1,1,0,0,0,0,0,0,0
0.305294756,0.885182878,0.020299088,-1.127497169,-0.780705577,-0.066943829,-1,0,0,0,1,0,0,0,0
0.07485291,-0.567793459,-0.237454878,0.047598425,-1.143026267,-0.555527208,-1,0,1,0,0,0,0,0,0
-0.029843347,-0.675925577,0.641890649,0.284898935,0.668577185,1.560511166,-1,0,1,0,0,0,0,0,0
0.36966336,0.697354758,-0.008870148,-0.696784955,-0.780705577,-0.732840088,0,0,0,0,0,0,0,0,1
-0.415584325,-0.102026838,0.14007853,-0.529211042,-0.418384886,-0.518260792,0,0,0,0,0,0,0,0,1
-0.511441861,-0.648789689,-0.55572919,0.351561026,-0.418384886,-0.777748798,-1,0,0,1,0,0,0,0,0
-0.448631017,0.178093129,-0.048101293,-0.80956547,-0.056064196,0.643147812,0,0,0,0,0,0,1,0,0
-0.537911593,-1.162635186,0.55366726,0.586151696,-0.056064196,1.214541803,-1,0,0,0,1,0,0,0,0
-0.74391812,-0.29437831,-0.827455963,0.014443363,0.306256494,-0.093381918,0,0,0,0,0,0,0,1,0
-0.510613659,0.256687986,0.071148558,-1.048749542,0.306256494,0.180858492,-1,0,0,0,0,1,0,0,0
-0.200744914,-0.069823978,0.211581013,-0.790503086,-0.418384886,0.384813796,-1,0,0,0,0,1,0,0,0
2.169549106,-0.245357084,0.82710821,0.337324535,1.393218565,-1.575165468,1,0,0,0,1,0,0,0,0
-0.688928308,0.485790209,-0.697352578,-0.530279051,-1.143026267,0.185563398,0,0,0,0,0,0,0,1,0
1.133007514,0.040284605,1.105192099,0.600823504,1.030897875,-2.073713896,1,0,0,1,0,0,0,0,0
-0.214368921,-0.939796153,-0.639941096,0.580334291,-0.418384886,-0.594623715,-1,1,0,0,0,0,0,0,0
-0.86733912,1.072088111,0.367148586,-1.26353766,-0.056064196,0.39653853,-1,1,0,0,0,0,0,0,0
-0.431616609,2.236443672,2.026107685,0.416366342,-0.418384886,-0.087876892,-1,0,0,0,1,0,0,0,0
-0.219691721,-0.921521573,-0.765885799,0.744841383,-0.056064196,-0.923543049,-1,0,0,1,0,0,0,0,0
-0.841239223,-0.393000371,-0.231114494,-0.272693667,1.393218565,0.007635034,-1,1,0,0,0,0,0,0,0
1.439495019,-2.011155568,-1.507241323,2.473780696,0.306256494,-1.958033911,1,0,0,0,1,0,0,0,0
-1.054826039,2.450920723,2.394889064,0.826859881,-0.780705577,0.581165663,-1,1,0,0,0,0,0,0,0
2.221490493,0.944085699,-0.053848877,-1.094006822,0.668577185,-0.245449113,1,0,0,1,0,0,0,0,0
-0.521249831,1.059100748,-0.277159932,-0.743264261,-1.143026267,-0.271787624,-1,0,1,0,0,0,0,0,0
1.365006133,-1.631050452,-0.888735076,1.453134375,0.668577185,-0.942238455,1,0,0,0,0,1,0,0,0
-0.842628493,0.655589758,-0.019005352,-1.074939106,-0.780705577,-0.17593658,-1,1,0,0,0,0,0,0,0
-0.778811451,-0.275246523,0.088118347,-0.03571135,0.306256494,-1.062800964,0,0,0,0,0,0,0,1,0
-0.786106965,-0.323844958,-0.88374528,0.139768344,-0.056064196,-0.384726616,-1,0,0,0,0,1,0,0,0
-0.49420134,0.354743803,-0.741669674,-0.447955067,-0.418384886,0.096242254,0,0,0,0,0,0,1,0,0
0.62087468,-0.75655104,-0.635829324,0.353833933,-1.505346957,-0.561631873,-1,0,0,0,0,1,0,0,0
0.396339832,0.079910064,0.114720112,-0.060150414,-1.143026267,-1.327517963,0,0,0,0,0,0,0,0,1
1.077223055,-1.570347123,1.966396998,1.533899183,0.306256494,-1.452547277,1,1,0,0,0,0,0,0,0
-0.63564049,1.070451005,0.253792247,-1.055111588,-0.056064196,-0.292659258,0,0,0,0,0,0,1,0,0
-0.395564954,-0.09755195,-0.19551669,-0.571219494,-0.780705577,0.363364598,0,0,0,0,0,0,0,1,0
-0.198488076,-0.80962611,-1.374924948,0.810875623,-0.780705577,0.713752572,-1,0,0,0,1,0,0,0,0
-0.852451912,-0.432357455,0.570146299,-0.433499115,-1.867667648,-0.352777301,0,0,0,0,0,0,0,0,1
2.277226721,2.765213828,2.841052631,1.773356699,0.306256494,-1.541272201,1,0,0,0,1,0,0,0,0
-0.836332903,-0.796238099,0.745150392,0.399276279,-0.056064196,1.565921607,-1,0,0,0,0,1,0,0,0
