Avg_Satisfaction_with_previous_vote,Garden_sqr_meter_per_person_in_residancy_area,Yearly_IncomeK,Weighted_education_rank,Number_of_valued_Kneset_members,Overall_happiness_score,index_col,Will_vote_only_large_party_int,Most_Important_Issue_Environment,Most_Important_Issue_Social,Most_Important_Issue_Education,Most_Important_Issue_Healthcare,Most_Important_Issue_Financial,Most_Important_Issue_Foreign_Affairs,Most_Important_Issue_Other,Most_Important_Issue_Military
202.399583,472.0881178,460.0179607,61.83474782,10.0,461.9750161,3147,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
26.67133423,306.4924281000001,370.3490687,253.08209810000002,8.0,401.0252355,777,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
137.6596543,335.2136508,333.75043439999996,240.67006099999998,6.0,555.9340624,8189,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
152.13503730000005,464.1591425,425.9167273,87.9803577,5.0,468.89300760000003,4770,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
608.8516467999998,755.1034449,185.0835241,415.91176839999997,12.0,593.4475506,8054,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
161.9093017,715.3983766,674.8108352,278.1202279,6.0,519.889002,3126,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
311.7503589,698.6034225999997,621.5734277,236.4897333,7.0,458.72075369999993,8236,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
149.26740159999997,329.2831204,468.8095624,226.3872142,,645.3756319,9140,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
87.58646256,488.86383600000005,414.9136626,90.94897227,6.0,469.8666864,6205,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
295.1519235,464.0662712,390.12741960000005,157.86463840000005,8.0,392.4917339,428,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
30.16589497,496.9615841,475.6040289,34.46465944,7.0,475.84596569999997,7915,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
19.98907184,319.804284,389.4349065,232.2190724,8.0,596.0758119,6031,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48.58194083,332.3505535,379.620929,232.38173569999998,6.0,393.211361,6295,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
73.29032532,419.03851430000003,438.792969,108.2920111,9.0,537.7636977000002,1095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
111.9023647,461.2485677,432.13103499999994,122.15012959999999,15.0,593.8764307,9376,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
413.3419164,203.1641857,631.1583156,351.0299591,14.0,366.1791204,9170,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
172.0513544,420.00414010000003,449.0486163,96.44095462,12.0,517.4778897,9723,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
48.98430485,389.6480828,401.86884449999997,150.61106830000003,9.0,470.3955308,7312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
73.24889796,552.7450461,472.5708398,66.46977159,7.0,470.2706909,1496,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
31.628282399999996,298.8892532,378.6698898,252.6895518,10.0,406.80406919999996,7142,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
40.22145379999999,474.21232740000005,413.4064798,125.7313429,10.0,412.5647166,8623,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
55.07649459,439.141912,492.2854652,70.94417937,10.0,535.6350342000002,8137,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
268.4614546,440.2853834,422.8940222,98.20631785,12.0,488.4538482,951,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
390.28108280000004,241.42912859999998,618.3403624,304.8564123,9.0,390.1178122,3594,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
367.9573713,445.41360599999996,444.2900022,113.8744294,11.0,417.0294787,6206,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
78.36173762,423.28772239999995,445.2928155,94.86784979,14.0,511.0570951,3077,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
485.1560608,660.7798227000002,255.19846009999998,292.89485049999996,14.0,496.92621569999994,2970,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
228.284684,436.23357319999997,403.2030264,130.5355774,8.0,439.96896069999997,977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
106.8821564,481.2524035,504.0301012,82.48806595,6.0,419.77178219999996,6913,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
64.49383595,271.9650749,523.8003271000001,265.705427,10.0,634.2869736,6530,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
94.90403061,717.1800312,651.3449201000002,265.2826932,6.0,482.6087241,0,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
137.2650032,296.6726652,333.8262921,279.5862958,8.0,404.01671769999996,9497,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
175.94717649999996,514.0420723,371.9273913,132.471561,6.0,469.1951043,1636,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
152.017313,,407.3450353,272.2324785,9.0,381.7241504,6741,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
124.52911499999999,315.1123905,356.75446600000015,240.33786459999996,7.0,555.3134521000002,2623,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
151.76775080000004,467.9244888,439.161833,122.1892336,11.0,399.00451580000004,5129,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
106.43509170000002,274.92916260000004,261.4133579,329.374898,11.0,469.87765310000003,1853,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
111.63181850000001,306.6290753,476.02874119999996,252.45912620000001,16.0,660.5262428999997,5869,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
126.83347579999999,340.5657041,404.0337072,196.0915416,8.0,438.16903179999997,4106,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
281.78358189999994,381.47709069999996,399.3660087,158.37269569999995,11.0,530.1169468999999,5728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
535.7260679,489.7399288,196.0385576,306.72959,9.0,460.18525589999996,1712,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
158.0956825,340.3384276999999,408.4759254,200.81623369999997,6.0,419.6340506,2760,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
295.5453753999999,321.48434649999996,349.5433918,260.36337430000003,5.0,384.7435155,4,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
73.17686889,440.60233830000004,363.9269851,171.97489850000005,8.0,413.2162567,8534,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
99.00085097,372.5801068,452.2207864,157.1009257,14.0,578.4985247999998,5841,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
169.1057372,377.4102764,451.21301449999993,136.1654939,13.0,533.6545903,9586,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
48.96085325,483.5492516,446.1578373,59.34856541,10.0,481.22111280000007,4080,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
430.1194233,349.96325299999995,475.23564369999997,182.5850831,13.0,398.94054339999997,2474,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
168.38013669999995,397.68582050000003,397.0138776,148.62404890000005,13.0,468.14446389999995,1807,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48.35012712,432.17825769999996,414.286783,159.3178698,6.0,384.08779460000005,224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
296.6427055000001,305.4417646,521.3765829,269.46900730000004,11.0,685.2125283,3342,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
354.55504069999995,248.5142523,348.3370774,316.3067686,13.0,617.4872267999998,4396,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47.17368455,370.5378209,442.65380999999996,172.1355561,10.0,402.1143098,745,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
244.3667929,276.78832539999996,536.260049,262.55821430000003,13.0,633.4112927,8178,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
192.7029612,708.0511162,647.6564956,255.15492090000004,5.0,504.0405504,8405,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
129.82326129999998,288.2859136,535.7988143,266.37231549999996,13.0,657.6381964999998,2410,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
36.90130328,407.9634909,406.6671611,131.2667807,12.0,492.9835989,601,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
139.6987343,411.51712599999996,416.63316519999995,179.7164138,9.0,367.6416181,9807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
61.98938634,689.0421154000003,657.1580508,246.38061910000002,10.0,483.6343305,5525,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
333.58921949999996,474.4537017,442.0952065,70.98498193,8.0,467.855184,4643,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86.49851423,,361.3472387,250.6318376,7.0,392.1470878,7901,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
90.76322603,316.3486763,379.05050889999995,245.01823990000003,10.0,391.93821299999996,883,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
565.0781843,140.78457509999996,332.1126767,,12.0,84.43974936,228,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
,370.65425319999997,476.2398373,152.6585808,8.0,422.4772631,4542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
39.95790658,299.5350711000001,340.9743793,272.3043685,6.0,406.863899,2044,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
223.34895830000002,689.9140921000003,632.3075866,232.6982528,7.0,476.0038132,9901,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
524.8034084,760.0095434,625.2920207000002,317.7680339,11.0,632.9416047999998,3057,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
91.23018213,299.1929654,347.54354,275.6479235,6.0,388.5758535,3287,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
29.87093184,278.2933867,513.4542607,266.1269631,9.0,646.5903169,5384,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
210.87547680000003,299.0672649,391.6320835,243.46023689999998,5.0,415.4108894,8226,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
692.2133701,275.5593341,351.1670524,295.173002,11.0,620.8397382,6661,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
485.428117,741.8222046,269.35001760000006,597.3287306,13.0,4.8997885000000005,1455,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
369.55821430000003,272.1344782,331.9085369,304.8624895,11.0,387.0234472,9727,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
82.6052219,712.7996843999997,673.2902946,274.4463855,11.0,502.75438360000004,2920,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
286.6631294,391.7559432,369.298906,169.931871,14.0,508.79141430000004,3995,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
71.73342971,363.3468396,387.06771610000004,179.08481469999995,12.0,474.63104560000005,2092,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
242.1229687,299.73755960000005,348.73859280000005,274.7753742,7.0,388.1230681,2947,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
109.0634068,521.9428858,,69.367005,8.0,481.73031660000004,9685,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
78.61504224,718.8536739,639.5490136,260.87352569999996,10.0,473.84395610000007,8256,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
281.8636403,315.0701555,313.9235253,272.8852684,7.0,575.1190247999998,5754,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
427.11879180000005,276.6098597,438.8653825,536.8548483,10.0,15.67311467,1391,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
83.38645502,267.70682469999997,478.9130868,282.4905192,13.0,,1470,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
285.1665887000001,406.5668732,395.3653708,205.02423430000002,5.0,350.4781559,390,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
569.7668729,94.85753325,673.9522013,565.5211195,12.0,145.86111499999996,4275,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
246.4888497,713.6700222999997,605.0642934,238.2297876,9.0,492.25096799999994,8892,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
232.5319571,333.3849552,391.74701400000004,218.27029649999997,7.0,409.6526692,8483,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
206.3863699,490.50380480000007,480.4225732,24.40887182,8.0,488.939274,8829,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
64.84417144,325.08763569999996,368.3583655,245.2703755,10.0,389.3939334,5584,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
149.0351741,371.2012965,,145.5140586,13.0,460.0031973,8395,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
33.45463318,349.44045669999997,410.09145839999996,188.557435,8.0,569.2977948,2833,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
131.4627473,389.41116489999996,456.2034084,167.6474764,6.0,381.8575248,5216,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
73.51700749,296.53165889999997,494.94110650000016,231.80800950000003,15.0,610.950417,752,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
115.28271459999999,467.029799,490.26038669999997,40.83543475,9.0,477.9627925,3766,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
399.2972736,252.58015319999996,554.2145944,267.9581,,412.5600748,5549,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
174.3736295,320.9810816000001,379.8507141,244.13569959999998,6.0,385.46347410000004,1684,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
21.856185999999997,254.41565330000003,469.77249589999997,287.2781947,12.0,645.9568012,2638,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
130.7049906,452.97547099999997,543.9824152000001,112.4930378,5.0,407.7561689,6858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
238.2056233,306.9247613,542.8163513,264.2797163,11.0,675.3068188999998,1990,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
136.2169321,396.5301743,469.6651183999999,,6.0,545.6644947000002,2898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
152.17117030000003,295.1723793,348.66150780000015,262.9721474,11.0,565.5488895,9278,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
112.6387106,359.4749413,402.5024019,193.0198238,9.0,410.53727789999994,556,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
84.45404003,501.4782375,416.580268,91.73800546,10.0,461.85783480000003,7513,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
237.133042,567.8250267999998,421.51753039999994,107.3647163,9.0,472.297112,2647,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
22.92421289,254.60916329999998,501.70636460000014,281.2356121,12.0,637.3822953,971,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
93.58044401,409.2738354,348.949102,176.9723742,12.0,483.5193899,8948,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
59.72648872,376.4277624,395.0947097,173.87926240000004,12.0,437.0811628000001,3119,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
196.92098330000002,713.8765817000003,674.3140323,276.9885386,7.0,524.3736844,4505,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
19.77572881,435.00149910000016,401.4334934,119.80493159999999,13.0,479.6761149,6624,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103.57846059999999,303.8566085,525.2724015,235.40726800000002,16.0,627.693608,7709,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
116.60958959999999,467.4090414,402.33363080000004,108.0158707,8.0,467.34210549999995,4791,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
75.22002277,422.61881680000016,333.5098592,183.6253169,7.0,503.38267760000014,6947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
,323.5155764,382.89119710000006,221.77310609999998,8.0,434.2574181,7804,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
148.7536825,342.16396519999995,376.1279453,217.34530780000003,9.0,583.5612532,5399,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
105.5223591,508.8297149,480.25296749999995,26.13543112,7.0,485.331953,2507,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
337.0142188,455.2948581,437.5388945,187.6717034,8.0,328.7670334,2657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
378.4602878,388.6131124,263.4575148,297.019351,16.0,640.9294462,6842,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
99.28598033,431.9738065,441.76694050000003,90.8955393,14.0,484.40042189999997,2010,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
108.12316229999999,388.544112,391.7274147,188.7837367,12.0,392.790245,711,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
23.42358924,313.958375,526.9883427,237.82160660000002,13.0,645.6683208,8266,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
179.9962381,431.7882919,428.8029531,119.1677186,11.0,566.925993,6818,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
58.60322736,445.69304580000005,357.823833,152.2899108,13.0,494.62327039999997,4807,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
217.2656621,351.6970495,378.7764801000001,203.0283657,10.0,432.68276330000003,9451,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
159.31830369999997,395.6164415,440.430646,159.09690659999995,8.0,395.7532232,9873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
355.5708153,422.2560183,0.479351089,550.7531774,10.0,718.549896,3700,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
429.32009810000005,,429.53802110000004,140.27301210000002,13.0,401.6611668,2289,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
111.8270121,479.14027469999996,435.0084022,72.51707023,10.0,475.51144050000005,4225,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
213.0245076,400.32884310000003,420.36613960000005,127.62559180000001,13.0,496.4785762,851,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
87.40003009,248.62245980000003,488.94085060000003,294.2936928000001,12.0,652.6296337,4919,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
315.12421539999997,500.15471160000004,463.3436613,60.01459214,8.0,452.48115989999997,8482,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
263.995648,662.7897899000002,661.0993716,229.35182400000002,7.0,487.804264,6546,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
378.9451974,48.47083748,710.3457573,547.9819243,11.0,271.61377650000003,8528,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
251.50396150000003,677.6738097,629.7493063,220.33279219999997,8.0,488.0135837,8163,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
327.3113561,394.53979280000004,415.32248619999996,137.1455803,11.0,477.2673466,5352,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
143.5281215,366.06984730000005,360.1343649,198.4503904,15.0,543.3921163,5166,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
,329.71276689999996,366.5666185,239.31479159999998,7.0,397.68010739999994,2375,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
67.38862088,523.4059771000002,467.9384643,50.3890823,6.0,468.96328330000006,8157,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
196.0468656,436.4173731000001,401.0907244,148.40032230000003,12.0,409.4634856,8599,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
249.6072332,322.0756140000001,391.3966303,230.07204720000001,8.0,402.62768430000006,3195,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
200.0410005,507.52815350000003,477.6007522,81.49441477,10.0,422.00679360000015,5046,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
104.6041431,532.6267046,503.49532130000006,87.08524826,6.0,419.33326989999995,3007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
57.1948113,387.3817188,415.54960739999996,,15.0,492.6668785,1613,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22.78612243,281.30798280000005,350.5411512,272.3616469,6.0,563.3776052999998,9101,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
,308.7842253,340.281862,276.82123310000003,6.0,379.3491029,8704,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
183.18938119999999,325.0489832,433.6472114,201.07310969999997,11.0,573.6195938,2739,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
99.94881652,239.6886685,477.38086439999995,282.2558347,12.0,606.7461549,2293,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
101.76492059999998,365.075712,422.2926608,155.8622638,12.0,492.9253115,6955,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
121.3888889,457.24075139999997,418.0953498,93.53398201,12.0,485.4438768,99,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
127.08406219999999,406.9277173,378.2752821,173.7917194,8.0,417.99875019999996,8494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
236.2910403,380.8529962,405.21718660000016,156.03176240000005,12.0,534.1485086,780,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69.24055542,404.3101062,429.82479000000006,120.3623294,11.0,479.85119249999997,6957,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
14.28239248,431.6348608,458.0831678,88.7470435,6.0,461.98388969999996,9535,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
101.4481515,691.8206844,639.3344374,238.13161000000002,7.0,477.6974603,4906,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
101.2863275,308.4720661,374.4200795,252.9785941,7.0,392.5527887,5899,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
9.523598748,446.4518475,374.2165809,,9.0,532.6441254,6085,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
38.57078559,410.0270316,411.8075108,195.37336399999998,8.0,350.675852,1343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
145.6303153,307.2529187,409.4170042,233.5612775,7.0,404.1138495,4220,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
357.77079649999996,1.576372395,210.87338280000003,695.6640032,14.0,110.2204572,6972,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
112.4783652,470.8193245,428.2616547,97.41275711,8.0,559.0875894999998,9761,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
158.24448950000001,512.3755356,481.698737,58.06015156,9.0,446.3074392,5540,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
140.9558428,400.19737139999995,439.3572227,129.5209888,10.0,556.0140647000002,7704,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
129.51287040000003,370.876768,459.00470139999993,172.161209,10.0,393.7641381,1742,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
229.4816461,497.0374283,506.9426836,20.78270781,10.0,519.3634516,8170,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46.9156099,340.43868239999995,372.09745539999994,213.17826459999998,10.0,560.2170866,7056,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
353.3418205,22.57441708,204.7445154,598.6602929,13.0,708.0460475,4904,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
665.5087512,683.6376286000002,144.53348300000005,404.3298495,10.0,558.3386991,8855,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
65.85463782,387.2498808,442.02053770000003,127.1770568,10.0,509.9898125,4599,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
225.33714930000002,488.1075096,386.1975048,132.4396987,6.0,433.3079125,7720,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
